input,output,pearson,spearman,mutual information (sklearn),normalized mutual information,MIC,MAS,MEV,MCN_general
pr,qtot,0.0058081499006986,0.0036401097102502,0.0,0.044566304574382,0.0499526666572898,0.001693505602832,0.0499526666572898,3.807354922057604
pr,tws,-0.0011658968445112,0.0053080354553909,0.0,0.008100340698475,0.0493165184489512,0.0013556856050248,0.0493165184489512,3.5849625007211565
kc_forest,qtot,-0.0036216930300343,-0.0023612882469092,0.0062258724508996,0.0516495106152037,0.0484465972509917,0.0033420322957218,0.0484465972509917,3.807354922057604
interceptcap_forest,qr,-0.0102536709184245,-0.0033535353130118,0.0,0.0295346467776482,0.0490485694594632,0.0032688886828959,0.0490485694594632,3.807354922057604
tas,evap-total,-0.0006776684542254,-0.0022013747233925,0.0045973036910798,0.0453923050340656,0.0490417798504128,0.0015111556302837,0.0490417798504128,3.807354922057604
rootFraction1_forest,evap-total,-0.0122466040291753,-0.0100572113877284,0.0,0.0474823131159464,0.0525636032870646,0.007355417390568,0.0525636032870646,3.807354922057604
ps,potevap,-0.0084929902058792,-0.0046236203707306,0.0004519300608434,0.073835288917564,0.0486789103662649,0.0008126750176611,0.0486789103662649,3.807354922057604
tasmax,qr,-0.0061552835386904,0.004865142992872,0.0062159260203067,0.0369160394244553,0.0467918786262888,0.0012598901465242,0.0467918786262888,3.5849625007211565
tas,tws,0.0080019687325869,0.0071880519276854,0.0063926333816652,0.009625164046636,0.0492540110419866,0.0008790079126049,0.0492540110419866,3.807354922057604
rootFraction1_forest,tws,0.0123659093165067,-0.0005417969470712,0.0019050386737164,0.0095727942848255,0.0476065659027675,0.0006250114581641,0.0476065659027675,3.807354922057604
kc_forest,qr,-0.0050463211222251,-0.0009134082277919,0.0014604487560658,0.0330820508606785,0.0485713721690306,0.0027797898106226,0.0485713721690306,3.807354922057604
tas,qtot,0.0002535616481201,-0.0041452609757225,0.001209807685381,0.0547796956967911,0.0485981303498332,0.0010942336844417,0.0485981303498332,3.807354922057604
rootFraction1_forest,qtot,0.0067420135938264,0.0022379711108792,0.0,0.0572850320299874,0.0491105636112135,0.0014844813951273,0.0491105636112135,3.807354922057604
pr,qr,-0.001855485729705,0.0051577314101374,0.0,0.0307281667470993,0.0491653533765512,0.0013342722701706,0.0491653533765512,3.807354922057604
ps,evap-total,0.0013893784180678,0.0001049673329371,0.0,0.0469792562098065,0.0489478006554823,0.0013263612422724,0.0489478006554823,3.807354922057604
minSoilDepthFrac_forest,potevap,0.003735670845106,0.0028300544640416,0.0,0.0861889255017839,0.047501669658021,0.0025596691472611,0.047501669658021,3.5849625007211565
ps,tws,-0.0037429944218498,-0.0041084729848923,0.0,0.0095631109800024,0.0512093668023113,0.0015483757613296,0.0512093668023113,3.807354922057604
tasmin,potevap,0.0058121053713605,0.0057264214813921,0.0057286615958691,0.0800242302236379,0.0503334993006865,0.0040415586262423,0.0503334993006865,3.5849625007211565
ps,qtot,-0.0124053186789424,-0.011185695004423,0.0,0.0546214625953493,0.0474140983514303,0.00072519776765,0.0474140983514303,3.807354922057604
tas,qr,8.943308734381435e-05,0.0069168150630766,0.0,0.0366879289348192,0.0476793740963992,0.0024606924349788,0.0476793740963992,3.807354922057604
rootFraction1_forest,qr,-0.0097391776185179,0.0033979726535751,0.0,0.0345549036709598,0.0482096372819136,0.0041194048071689,0.0482096372819136,3.807354922057604
minSoilDepthFrac_forest,evap-total,-0.0059672367187952,-0.0054617461571503,0.0,0.0518560895516275,0.04995429465406,0.0056224845801129,0.04995429465406,3.807354922057604
